preferredName_A,preferredName_B,score
ANK1,OBSCN,0.993
ANK3,TMOD4,0.702
ANK3,OBSCN,0.759
ANK3,TTN,0.926
ACTC1,TCAP,0.746
ACTC1,ACTN2,0.76
ACTC1,RBM20,0.769
ACTC1,LDB3,0.799
ACTC1,TTN,0.833
ACTC1,CSRP3,0.873
ACTC1,MYL4,0.958
ACTC1,MYH6,0.989
ACTC1,MYL3,0.991
ACTC1,MYBPC3,0.995
CALM3,OBSCN,0.759
CALM3,TTN,0.886
CALM3,MYBPC3,0.895
TMOD4,ANK2,0.716
TMOD4,ACTN3,0.723
TMOD4,MYBPC2,0.733
TMOD4,MYL1,0.821
TMOD4,TTN,0.83
TMOD4,MYPN,0.835
TMOD4,NEB,0.98
TRIM54,TCAP,0.72
TRIM54,NBR1,0.775
TRIM54,TTN,0.94
ANKRD2,LDB3,0.721
ANKRD2,CSRP3,0.735
ANKRD2,MYPN,0.748
ANKRD2,TCAP,0.941
ANKRD2,TTN,0.969
MYL1,MYBPC3,0.758
MYL1,TCAP,0.784
MYL1,MYBPC2,0.877
MYL1,MYBPC1,0.887
MYL1,ACTN2,0.907
MYL1,ACTN3,0.922
MYL1,MYH3,0.957
MYL1,TTN,0.965
TCAP,ACTN3,0.721
TCAP,MYH2,0.736
TCAP,TNNI3,0.763
TCAP,TNNT2,0.767
TCAP,RBM20,0.78
TCAP,MYH6,0.808
TCAP,MYH3,0.81
TCAP,NEB,0.817
TCAP,VIM,0.823
TCAP,MYPN,0.831
TCAP,OBSCN,0.853
TCAP,CAPN3,0.855
TCAP,DES,0.86
TCAP,MYBPC3,0.876
TCAP,FLNC,0.88
TCAP,LDB3,0.887
TCAP,MYL3,0.939
TCAP,TRIM63,0.953
TCAP,ACTN2,0.969
TCAP,MYH7,0.978
TCAP,CSRP3,0.998
TCAP,TTN,0.999
CALML3,MYBPC2,0.701
CALML3,TTN,0.808
CALML3,MYBPC3,0.889
ANKRD23,MYPN,0.808
ANKRD23,TTN,0.926
TRIM55,NBR1,0.75
TRIM55,SQSTM1,0.792
TRIM55,TTN,0.96
FLNC,ACTN2,0.784
FLNC,TTN,0.837
FLNC,MYBPC1,0.837
FLNC,DMD,0.856
FLNC,CAPN3,0.867
FLNC,LDB3,0.926
TNNI3,MYH3,0.7
TNNI3,LDB3,0.711
TNNI3,RBM20,0.763
TNNI3,ACTN2,0.785
TNNI3,MYL4,0.789
TNNI3,TTN,0.839
TNNI3,MYBPC3,0.975
NBR1,TRIM63,0.907
NBR1,TTN,0.986
MYL4,ACTN2,0.739
MYL4,MYBPC3,0.75
MYL4,MYH2,0.787
MYL4,TTN,0.824
MYL4,TNNT2,0.83
MYL4,MYH3,0.854
MYL4,MYL3,0.963
MYL4,MYH6,0.971
MYL4,MYH7,0.977
MYH7,ACTN3,0.741
MYH7,MYBPC2,0.784
MYH7,MYH3,0.794
MYH7,RBM20,0.805
MYH7,LDB3,0.839
MYH7,TTN,0.958
MYH7,ACTN2,0.978
MYH7,MYBPC3,0.998
ANK2,DMD,0.76
ANK2,TTN,0.935
ANK2,OBSCN,0.96
MYBPC2,CALML5,0.7
MYBPC2,MYH3,0.781
MYBPC2,MYH2,0.786
MYBPC2,MYL3,0.8
MYBPC2,ACTN3,0.802
MYBPC2,CSRP3,0.812
MYBPC2,NEB,0.827
MYBPC2,MYH6,0.869
MYBPC2,TTN,0.967
MYPN,ACTN3,0.737
MYPN,TTN,0.802
MYPN,CAPN3,0.82
MYPN,CSRP3,0.826
MYPN,ACTN2,0.942
MYPN,NEBL,0.952
MYPN,ANKRD1,0.984
MYPN,NEB,0.991
DMD,TNNT2,0.701
DMD,MYH3,0.718
DMD,MYH6,0.783
DMD,CAPN3,0.795
DMD,TTN,0.857
DMD,NEB,0.964
ACTN2,RBM20,0.747
ACTN2,CMYA5,0.774
ACTN2,NEB,0.779
ACTN2,ACTN1,0.781
ACTN2,MYBPC3,0.802
ACTN2,NEBL,0.808
ACTN2,MYH2,0.856
ACTN2,MYL3,0.878
ACTN2,TNNT2,0.913
ACTN2,MYH3,0.951
ACTN2,ACTN3,0.96
ACTN2,CSRP3,0.971
ACTN2,LDB3,0.973
ACTN2,MYH6,0.973
ACTN2,TTN,0.999
RBM20,MYH6,0.731
RBM20,TNNT2,0.802
RBM20,TTN,0.921
ANKRD1,CSRP3,0.7
ANKRD1,TTN,0.988
DES,TTN,0.89
DES,VIM,0.957
TRIM63,CAPN3,0.749
TRIM63,MYH6,0.752
TRIM63,SQSTM1,0.86
TRIM63,MYBPC3,0.865
TRIM63,NEB,0.923
TRIM63,TTN,0.998
NEBL,TTN,0.864
CALML5,TTN,0.809
CALML5,MYBPC3,0.889
SQSTM1,TTN,0.93
ACTN1,ACTN3,0.701
ACTN1,TNNT2,0.716
ACTN1,TTN,0.906
CAPN3,OBSCN,0.713
CAPN3,FHL2,0.721
CAPN3,NEB,0.759
CAPN3,CMYA5,0.791
CAPN3,TTN,0.998
MYH2,MYBPC1,0.721
MYH2,ACTN3,0.724
MYH2,NEB,0.737
MYH2,MYH3,0.781
MYH2,TTN,0.832
MYH2,MYL3,0.939
MYH2,MYH6,0.946
OBSL1,TTN,0.972
MYH6,MYBPC1,0.711
MYH6,VIM,0.742
MYH6,ACTN3,0.752
MYH6,MYH3,0.9
MYH6,TTN,0.926
MYH6,MYBPC3,0.989
FHL2,TTN,0.969
CMYA5,TTN,0.844
MYBPC1,MYL3,0.758
MYBPC1,TTN,0.801
MYBPC1,MYH3,0.82
LDB3,TTN,0.818
LDB3,TNNT2,0.882
ACTN3,MYL3,0.712
ACTN3,MYH3,0.752
ACTN3,TTN,0.801
CSRP3,TTN,0.995
MYBPC3,MYH3,0.703
MYBPC3,NEB,0.822
MYBPC3,MYL3,0.967
MYBPC3,TNNT2,0.974
MYBPC3,TTN,0.994
VIM,TTN,0.848
OBSCN,NEB,0.862
MYH3,NEB,0.761
MYH3,TNNT2,0.788
MYH3,TTN,0.802
MYH3,MYL3,0.888
TTN,TNNT2,0.857
TTN,MYL3,0.931
TTN,NEB,0.998
NOX3,SH3PXD2B,0.75
NOX3,NOXA1,0.989
NOX3,NOX1,0.991
MMP14,HCLS1,0.788
MMP14,CTTN,0.792
MMP14,SH3PXD2B,0.862
SH3PXD2B,NOXA1,0.764
SH3PXD2B,WAS,0.787
SH3PXD2B,SRC,0.816
SH3PXD2B,NOX1,0.868
SH3PXD2B,ADAM15,0.89
SH3PXD2B,CTTN,0.94
SH3PXD2B,HCLS1,0.94
NOXA1,NOX1,0.999
ADAM15,SRC,0.885
ACOT8,CRYL1,0.866
KHDRBS2,CRYL1,0.819
CMBL,CRYL1,0.787
CRYL1,NAT9,0.757
CRYL1,AKR1A1,0.927
RBM28,RRP1,0.773
RBM28,WDR74,0.8
RBM28,MRTO4,0.805
RBM28,RRP1B,0.808
RBM28,RSL24D1,0.829
RBM28,GNL3L,0.854
RBM28,RPF1,0.856
RBM28,GNL3,0.86
RBM28,NSUN6,0.87
RBM28,GRWD1,0.873
RBM28,NOL6,0.882
RBM28,NOC3L,0.883
RBM28,WDR3,0.913
RBM28,RRS1,0.915
RBM28,WDR12,0.917
RBM28,NOP58,0.917
RBM28,BOP1,0.918
RBM28,FTSJ3,0.927
RBM28,WDR36,0.929
RBM28,DDX56,0.931
RBM28,SDAD1,0.935
RBM28,UTP4,0.937
RBM28,NIP7,0.938
RBM28,NAT10,0.939
RBM28,TBL3,0.941
RBM28,MAK16,0.941
RBM28,NOP56,0.945
RBM28,NOP14,0.946
RBM28,BRIX1,0.948
RBM28,RSL1D1,0.953
RBM28,PES1,0.955
RBM28,DDX18,0.962
RBM28,WDR46,0.964
RBM28,RPF2,0.969
RBM28,EBNA1BP2,0.972
RBM28,PUM3,0.972
RBM28,NOC2L,0.973
RBM28,GTPBP4,0.975
RBM28,PDCD11,0.976
RBM28,RRP12,0.977
RBM28,CEBPZ,0.984
RBM28,BMS1,0.986
RBM28,DDX27,0.986
RBM28,NIFK,0.988
RBM28,NOP2,0.99
CEBPZ,NSA2,0.745
CEBPZ,RRP1,0.752
CEBPZ,DDX55,0.767
CEBPZ,RRS1,0.817
CEBPZ,RRP1B,0.838
CEBPZ,NIP7,0.844
CEBPZ,GNL3L,0.862
CEBPZ,RPF1,0.863
CEBPZ,MRTO4,0.867
CEBPZ,RSL24D1,0.877
CEBPZ,MAK16,0.878
CEBPZ,TBL3,0.884
CEBPZ,NSUN6,0.893
CEBPZ,WDR12,0.895
CEBPZ,GRWD1,0.897
CEBPZ,UTP4,0.897
CEBPZ,GNL3,0.902
CEBPZ,DDX27,0.91
CEBPZ,WDR3,0.915
CEBPZ,NOL6,0.919
CEBPZ,NAT10,0.925
CEBPZ,WDR36,0.926
CEBPZ,FTSJ3,0.929
CEBPZ,NOP56,0.933
CEBPZ,WDR74,0.935
CEBPZ,NOP14,0.937
CEBPZ,RSL1D1,0.937
CEBPZ,BMS1,0.939
CEBPZ,SDAD1,0.944
CEBPZ,NOP58,0.946
CEBPZ,WDR46,0.948
CEBPZ,BOP1,0.95
CEBPZ,NIFK,0.951
CEBPZ,BRIX1,0.954
CEBPZ,NOC3L,0.956
CEBPZ,DDX18,0.958
CEBPZ,NOP2,0.963
CEBPZ,EBNA1BP2,0.968
CEBPZ,PES1,0.968
CEBPZ,RRP12,0.972
CEBPZ,PUM3,0.972
CEBPZ,RPF2,0.975
CEBPZ,DDX56,0.979
CEBPZ,GTPBP4,0.983
CEBPZ,NOC2L,0.999
CEBPZ,PDCD11,0.999
DDX55,SDAD1,0.707
DDX55,NAT10,0.72
DDX55,RRS1,0.724
DDX55,BMS1,0.753
DDX55,NOP14,0.781
DDX55,DDX27,0.786
DDX55,PUM3,0.791
DDX55,PDCD11,0.795
DDX55,WDR74,0.797
DDX55,RPF2,0.845
DDX55,GNL3L,0.874
DDX55,EIF6,0.877
DDX55,GNL3,0.879
DDX55,MRTO4,0.903
DDX55,NSA2,0.909
DDX55,BRIX1,0.931
DDX55,NIP7,0.933
DDX55,PES1,0.936
DDX55,NSUN6,0.941
DDX55,DDX56,0.942
DDX55,RSL1D1,0.945
DDX55,DDX18,0.946
DDX55,EBNA1BP2,0.948
DDX55,RSL24D1,0.949
DDX55,NOP2,0.951
DDX55,NOC2L,0.957
DDX55,NOC3L,0.962
DDX55,NIFK,0.962
DDX55,GTPBP4,0.972
DDX55,WDR12,0.977
DDX55,FTSJ3,0.984
DDX55,BOP1,0.984
GRWD1,NOP14,0.714
GRWD1,RPF1,0.717
GRWD1,NOL6,0.789
GRWD1,MAK16,0.81
GRWD1,NSUN6,0.825
GRWD1,NOC3L,0.838
GRWD1,SDAD1,0.844
GRWD1,FTSJ3,0.849
GRWD1,GNL3L,0.853
GRWD1,RRP1,0.855
GRWD1,DDX27,0.856
GRWD1,RSL24D1,0.861
GRWD1,WDR74,0.867
GRWD1,GNL3,0.868
GRWD1,NOP56,0.871
GRWD1,RRP1B,0.881
GRWD1,EBNA1BP2,0.886
GRWD1,BMS1,0.888
GRWD1,WDR3,0.89
GRWD1,NOP2,0.896
GRWD1,GTPBP4,0.897
GRWD1,PES1,0.898
GRWD1,NOP58,0.907
GRWD1,WDR12,0.908
GRWD1,PUM3,0.914
GRWD1,NAT10,0.914
GRWD1,UTP4,0.917
GRWD1,NIP7,0.919
GRWD1,RRP12,0.919
GRWD1,NOC4L,0.92
GRWD1,WDR46,0.92
GRWD1,RRS1,0.926
GRWD1,NIFK,0.929
GRWD1,BRIX1,0.929
GRWD1,PDCD11,0.929
GRWD1,TBL3,0.942
GRWD1,MRTO4,0.946
GRWD1,RPF2,0.949
GRWD1,DDX56,0.963
GRWD1,WDR36,0.964
GRWD1,DDX18,0.967
GRWD1,NOC2L,0.978
GRWD1,RSL1D1,0.979
GRWD1,BOP1,0.998
NIP7,RRP12,0.732
NIP7,NOP14,0.737
NIP7,BMS1,0.767
NIP7,SDAD1,0.768
NIP7,PDCD11,0.818
NIP7,NOC4L,0.819
NIP7,WDR46,0.84
NIP7,PUM3,0.852
NIP7,WDR3,0.883
NIP7,TBL3,0.892
NIP7,WDR36,0.9
NIP7,UTP4,0.914
NIP7,RPL7A,0.927
NIP7,NOP56,0.934
NIP7,NOP58,0.936
NIP7,RRP1,0.941
NIP7,GNL3L,0.954
NIP7,RRP1B,0.956
NIP7,NSUN6,0.967
NIP7,GNL3,0.975
NIP7,WDR74,0.978
NIP7,NOC3L,0.979
NIP7,EIF6,0.985
NIP7,RRS1,0.987
NIP7,MAK16,0.993
NIP7,DDX18,0.993
NIP7,FTSJ3,0.995
NIP7,PES1,0.995
NIP7,BOP1,0.995
NIP7,GTPBP4,0.996
NIP7,NOC2L,0.996
NIP7,RPF2,0.996
NIP7,RSL1D1,0.996
NIP7,RSL24D1,0.997
NIP7,RPF1,0.997
NIP7,NOP2,0.997
NIP7,NSA2,0.997
NIP7,BRIX1,0.999
NIP7,WDR12,0.999
NIP7,EBNA1BP2,0.999
NIP7,NIFK,0.999
NIP7,MRTO4,0.999
NAT10,MAK16,0.734
NAT10,RRS1,0.742
NAT10,WDR12,0.746
NAT10,RRP1B,0.768
NAT10,NSUN6,0.844
NAT10,WDR74,0.844
NAT10,PUM3,0.848
NAT10,BRIX1,0.855
NAT10,NIFK,0.863
NAT10,NOC3L,0.865
NAT10,MRTO4,0.868
NAT10,GNL3,0.87
NAT10,DDX27,0.874
NAT10,EBNA1BP2,0.877
NAT10,GTPBP4,0.888
NAT10,PES1,0.897
NAT10,RPF2,0.9
NAT10,DDX56,0.905
NAT10,SDAD1,0.916
NAT10,NOP2,0.92
NAT10,BOP1,0.922
NAT10,DDX18,0.926
NAT10,FTSJ3,0.933
NAT10,NOC2L,0.955
NAT10,RSL1D1,0.984
NAT10,RRP12,0.984
NAT10,NOC4L,0.997
NAT10,WDR3,0.998
NAT10,WDR46,0.999
NAT10,NOP58,0.999
NAT10,UTP4,0.999
NAT10,NOP56,0.999
NAT10,NOP14,0.999
NAT10,NOL6,0.999
NAT10,TBL3,0.999
NAT10,WDR36,0.999
NAT10,PDCD11,0.999
NAT10,BMS1,0.999
DDX56,RPF1,0.715
DDX56,RRP12,0.742
DDX56,NOL6,0.778
DDX56,SDAD1,0.796
DDX56,NOC3L,0.802
DDX56,NSA2,0.811
DDX56,UTP4,0.82
DDX56,GNL3L,0.825
DDX56,BMS1,0.827
DDX56,RRP1B,0.829
DDX56,NSUN6,0.845
DDX56,PDCD11,0.853
DDX56,NIFK,0.861
DDX56,NOP56,0.884
DDX56,RSL1D1,0.885
DDX56,NOP14,0.886
DDX56,RSL24D1,0.888
DDX56,WDR3,0.893
DDX56,MRTO4,0.909
DDX56,RRS1,0.914
DDX56,WDR12,0.917
DDX56,GNL3,0.919
DDX56,WDR36,0.923
DDX56,PUM3,0.929
DDX56,DDX27,0.929
DDX56,NOP2,0.937
DDX56,TBL3,0.938
DDX56,BRIX1,0.946
DDX56,DDX18,0.95
DDX56,NOP58,0.959
DDX56,FTSJ3,0.961
DDX56,BOP1,0.963
DDX56,WDR46,0.968
DDX56,PES1,0.97
DDX56,EBNA1BP2,0.971
DDX56,NOC2L,0.971
DDX56,WDR74,0.975
DDX56,GTPBP4,0.978
DDX56,RPF2,0.987
RSL24D1,TBL3,0.704
RSL24D1,WDR36,0.711
RSL24D1,WDR46,0.728
RSL24D1,BMS1,0.74
RSL24D1,DDX27,0.741
RSL24D1,NOP56,0.823
RSL24D1,PDCD11,0.826
RSL24D1,RRP12,0.828
RSL24D1,UTP4,0.834
RSL24D1,PUM3,0.86
RSL24D1,NOP14,0.899
RSL24D1,NOP58,0.91
RSL24D1,RRP1,0.953
RSL24D1,RRP1B,0.953
RSL24D1,NSUN6,0.959
RSL24D1,SDAD1,0.964
RSL24D1,NOC3L,0.966
RSL24D1,GNL3L,0.967
RSL24D1,GNL3,0.97
RSL24D1,RRS1,0.976
RSL24D1,NOP2,0.987
RSL24D1,DDX18,0.988
RSL24D1,BOP1,0.989
RSL24D1,NOC2L,0.99
RSL24D1,RPF1,0.991
RSL24D1,RSL1D1,0.992
RSL24D1,RPL7A,0.993
RSL24D1,EBNA1BP2,0.993
RSL24D1,WDR74,0.993
RSL24D1,EIF6,0.995
RSL24D1,BRIX1,0.995
RSL24D1,FTSJ3,0.995
RSL24D1,MAK16,0.997
RSL24D1,NIFK,0.997
RSL24D1,WDR12,0.998
RSL24D1,RPF2,0.999
WDR12,NOP56,0.804
WDR12,SDAD1,0.871
WDR12,PUM3,0.875
WDR12,BMS1,0.887
WDR12,NSUN6,0.947
WDR12,RPL7A,0.952
WDR12,DDX27,0.955
WDR12,GNL3L,0.959
WDR12,RRP1,0.971
WDR12,RRS1,0.974
WDR12,NOP58,0.974
WDR12,NOP2,0.975
WDR12,RRP1B,0.979
WDR12,GNL3,0.988
WDR12,EIF6,0.989
WDR12,NOC3L,0.992
WDR12,RPF1,0.992
WDR12,RPF2,0.994
WDR12,GTPBP4,0.997
WDR12,NOC2L,0.997
WDR12,DDX18,0.997
WDR12,NSA2,0.997
WDR12,MRTO4,0.997
WDR12,WDR74,0.998
WDR12,BRIX1,0.998
WDR12,NIFK,0.998
WDR12,EBNA1BP2,0.998
WDR12,MAK16,0.998
WDR12,RSL1D1,0.998
WDR12,BOP1,0.999
DDX18,WDR46,0.715
DDX18,NOC4L,0.756
DDX18,RRS1,0.814
DDX18,NOL6,0.839
DDX18,SDAD1,0.854
DDX18,UTP4,0.861
DDX18,DDX27,0.897
DDX18,RRP12,0.901
DDX18,NOP56,0.902
DDX18,WDR3,0.907
DDX18,NOP14,0.914
DDX18,WDR36,0.923
DDX18,TBL3,0.927
DDX18,PDCD11,0.929
DDX18,RRP1,0.938
DDX18,RPL7A,0.957
DDX18,EIF6,0.966
DDX18,RRP1B,0.968
DDX18,GNL3L,0.976
DDX18,PUM3,0.977
DDX18,NSUN6,0.978
DDX18,NOP2,0.983
DDX18,GNL3,0.984
DDX18,NOC3L,0.985
DDX18,RPF1,0.989
DDX18,EBNA1BP2,0.99
DDX18,RPF2,0.992
DDX18,NOP58,0.993
DDX18,MAK16,0.994
DDX18,NSA2,0.994
DDX18,WDR74,0.994
DDX18,MRTO4,0.996
DDX18,BMS1,0.996
DDX18,FTSJ3,0.996
DDX18,NOC2L,0.996
DDX18,PES1,0.997
DDX18,BRIX1,0.997
DDX18,GTPBP4,0.997
DDX18,NIFK,0.999
DDX18,RSL1D1,0.999
DDX18,BOP1,0.999
NOP58,EIF6,0.724
NOP58,RRP1,0.767
NOP58,RPF1,0.815
NOP58,WDR74,0.817
NOP58,RPL7A,0.824
NOP58,SDAD1,0.849
NOP58,NSUN6,0.855
NOP58,NOC3L,0.859
NOP58,NSA2,0.86
NOP58,MAK16,0.87
NOP58,GNL3L,0.886
NOP58,DDX27,0.888
NOP58,RRS1,0.888
NOP58,MRTO4,0.946
NOP58,GNL3,0.946
NOP58,NOC2L,0.946
NOP58,RPF2,0.95
NOP58,PUM3,0.964
NOP58,PES1,0.965
NOP58,GTPBP4,0.966
NOP58,EBNA1BP2,0.968
NOP58,BRIX1,0.973
NOP58,NOP2,0.974
NOP58,NIFK,0.987
NOP58,BOP1,0.991
NOP58,RRP12,0.992
NOP58,RSL1D1,0.996
NOP58,FTSJ3,0.997
NOP58,WDR46,0.998
NOP58,NOC4L,0.998
NOP58,PDCD11,0.998
NOP58,NOP14,0.998
NOP58,UTP4,0.999
NOP58,NOP56,0.999
NOP58,BMS1,0.999
NOP58,TBL3,0.999
NOP58,WDR36,0.999
NOP58,WDR3,0.999
NOP58,NOL6,0.999
NIFK,BMS1,0.809
NIFK,TBL3,0.821
NIFK,NOC4L,0.821
NIFK,UTP4,0.85
NIFK,NOP14,0.869
NIFK,NOP56,0.877
NIFK,WDR3,0.896
NIFK,WDR36,0.896
NIFK,RRP12,0.951
NIFK,RPL7A,0.967
NIFK,EIF6,0.969
NIFK,SDAD1,0.971
NIFK,NSUN6,0.974
NIFK,RRP1,0.974
NIFK,RRP1B,0.979
NIFK,DDX27,0.979
NIFK,GNL3L,0.983
NIFK,WDR74,0.987
NIFK,BOP1,0.99
NIFK,PUM3,0.99
NIFK,NOP2,0.994
NIFK,NOC3L,0.995
NIFK,GNL3,0.996
NIFK,NSA2,0.996
NIFK,PES1,0.996
NIFK,FTSJ3,0.997
NIFK,NOC2L,0.998
NIFK,GTPBP4,0.998
NIFK,MAK16,0.998
NIFK,MRTO4,0.998
NIFK,RPF1,0.999
NIFK,RPF2,0.999
NIFK,BRIX1,0.999
NIFK,RSL1D1,0.999
NIFK,RRS1,0.999
NIFK,EBNA1BP2,0.999
NOL6,PUM3,0.702
NOL6,NSUN6,0.703
NOL6,GNL3,0.753
NOL6,GNL3L,0.771
NOL6,RPF2,0.772
NOL6,GTPBP4,0.781
NOL6,EBNA1BP2,0.81
NOL6,SDAD1,0.823
NOL6,RRP12,0.863
NOL6,NOP2,0.881
NOL6,BOP1,0.929
NOL6,NOC2L,0.988
NOL6,RSL1D1,0.996
NOL6,NOP56,0.998
NOL6,BMS1,0.999
WDR3,MRTO4,0.752
WDR3,RPF1,0.755
WDR3,RRP1,0.767
WDR3,RRS1,0.789
WDR3,EBNA1BP2,0.793
WDR3,RRP1B,0.796
WDR3,NSUN6,0.821
WDR3,GNL3L,0.842
WDR3,NOP2,0.853
WDR3,GNL3,0.857
WDR3,MAK16,0.861
WDR3,NOC3L,0.868
WDR3,RRP12,0.878
WDR3,BRIX1,0.889
WDR3,PUM3,0.905
WDR3,RPF2,0.912
WDR3,SDAD1,0.926
WDR3,DDX27,0.943
WDR3,GTPBP4,0.951
WDR3,NOC2L,0.964
WDR3,BOP1,0.973
WDR3,RSL1D1,0.993
WDR3,BMS1,0.999
WDR3,NOP56,0.999
NOC2L,NOP56,0.952
NOC2L,RPL7A,0.954
NOC2L,DDX27,0.955
NOC2L,NOC4L,0.957
NOC2L,PUM3,0.958
NOC2L,WDR46,0.965
NOC2L,UTP4,0.966
NOC2L,BMS1,0.967
NOC2L,NOP14,0.968
NOC2L,RRP1B,0.968
NOC2L,SDAD1,0.969
NOC2L,RRP1,0.971
NOC2L,NSUN6,0.975
NOC2L,EIF6,0.977
NOC2L,RRS1,0.977
NOC2L,GNL3L,0.979
NOC2L,WDR74,0.98
NOC2L,WDR36,0.98
NOC2L,GNL3,0.98
NOC2L,RRP12,0.982
NOC2L,TBL3,0.985
NOC2L,MAK16,0.99
NOC2L,PDCD11,0.99
NOC2L,NSA2,0.993
NOC2L,RPF1,0.993
NOC2L,NOP2,0.993
NOC2L,BRIX1,0.996
NOC2L,RPF2,0.996
NOC2L,GTPBP4,0.997
NOC2L,EBNA1BP2,0.998
NOC2L,MRTO4,0.998
NOC2L,RSL1D1,0.998
NOC2L,BOP1,0.998
NOC2L,NOC3L,0.998
NOC2L,FTSJ3,0.998
NOC2L,PES1,0.999
RRS1,WDR36,0.7
RRS1,NOP14,0.702
RRS1,RRP12,0.721
RRS1,UTP4,0.739
RRS1,NSUN6,0.74
RRS1,RPL7A,0.753
RRS1,TBL3,0.757
RRS1,SDAD1,0.767
RRS1,DDX27,0.782
RRS1,PDCD11,0.786
RRS1,EIF6,0.812
RRS1,NOC4L,0.839
RRS1,NOP56,0.848
RRS1,WDR46,0.88
RRS1,NOC3L,0.901
RRS1,WDR74,0.908
RRS1,GNL3L,0.915
RRS1,BMS1,0.939
RRS1,NOP2,0.944
RRS1,RRP1,0.949
RRS1,GNL3,0.95
RRS1,MAK16,0.957
RRS1,RPF1,0.958
RRS1,BOP1,0.962
RRS1,PUM3,0.962
RRS1,RRP1B,0.973
RRS1,FTSJ3,0.976
RRS1,BRIX1,0.977
RRS1,NSA2,0.979
RRS1,PES1,0.981
RRS1,GTPBP4,0.99
RRS1,MRTO4,0.992
RRS1,RSL1D1,0.992
RRS1,EBNA1BP2,0.996
RRS1,RPF2,0.999
UTP4,DDX27,0.722
UTP4,RRP1B,0.734
UTP4,NOP2,0.753
UTP4,RRP1,0.774
UTP4,NOC3L,0.812
UTP4,GNL3L,0.836
UTP4,GNL3,0.837
UTP4,PUM3,0.858
UTP4,MAK16,0.867
UTP4,SDAD1,0.886
UTP4,MRTO4,0.889
UTP4,GTPBP4,0.889
UTP4,RRP12,0.891
UTP4,BRIX1,0.892
UTP4,BOP1,0.898
UTP4,RPF2,0.909
UTP4,RSL1D1,0.996
UTP4,NOP56,0.999
UTP4,BMS1,0.999
NOC4L,WDR74,0.702
NOC4L,PUM3,0.702
NOC4L,NSUN6,0.712
NOC4L,GNL3,0.724
NOC4L,MRTO4,0.735
NOC4L,GNL3L,0.737
NOC4L,NOP2,0.771
NOC4L,EBNA1BP2,0.801
NOC4L,GTPBP4,0.834
NOC4L,RPF2,0.836
NOC4L,RRP1,0.841
NOC4L,BRIX1,0.85
NOC4L,RRP1B,0.869
NOC4L,NOC3L,0.879
NOC4L,BOP1,0.92
NOC4L,RSL1D1,0.988
NOC4L,RRP12,0.997
NOC4L,NOP56,0.997
NOC4L,BMS1,0.998
BRIX1,WDR36,0.84
BRIX1,TBL3,0.844
BRIX1,WDR46,0.867
BRIX1,SDAD1,0.869
BRIX1,RRP12,0.871
BRIX1,NOP14,0.9
BRIX1,BMS1,0.908
BRIX1,NOP56,0.941
BRIX1,EIF6,0.962
BRIX1,GNL3L,0.966
BRIX1,RPL7A,0.968
BRIX1,NSUN6,0.968
BRIX1,FTSJ3,0.97
BRIX1,PDCD11,0.971
BRIX1,GNL3,0.98
BRIX1,RRP1,0.981
BRIX1,RRP1B,0.986
BRIX1,NOP2,0.986
BRIX1,NSA2,0.987
BRIX1,PUM3,0.988
BRIX1,WDR74,0.99
BRIX1,PES1,0.993
BRIX1,BOP1,0.996
BRIX1,MAK16,0.997
BRIX1,RSL1D1,0.997
BRIX1,MRTO4,0.997
BRIX1,NOC3L,0.997
BRIX1,RPF1,0.997
BRIX1,EBNA1BP2,0.999
RRP1B,DDX27,0.7
RRP1B,RRP1,0.743
RRP1B,WDR46,0.754
RRP1B,BMS1,0.774
RRP1B,SDAD1,0.783
RRP1B,PUM3,0.79
RRP1B,GNL3L,0.798
RRP1B,RRP12,0.807
RRP1B,NOP56,0.815
RRP1B,WDR36,0.824
RRP1B,NOP14,0.829
RRP1B,GNL3,0.864
RRP1B,NSUN6,0.864
RRP1B,PDCD11,0.872
RRP1B,TBL3,0.887
RRP1B,RPL7A,0.891
RRP1B,NOC3L,0.913
RRP1B,NOP2,0.937
RRP1B,RPF2,0.941
RRP1B,FTSJ3,0.945
RRP1B,EIF6,0.953
RRP1B,NSA2,0.959
RRP1B,GTPBP4,0.973
RRP1B,MRTO4,0.979
RRP1B,RPF1,0.984
RRP1B,PES1,0.984
RRP1B,MAK16,0.985
RRP1B,WDR74,0.986
RRP1B,BOP1,0.987
RRP1B,RSL1D1,0.987
RRP1B,EBNA1BP2,0.992
PES1,PUM3,0.935
PES1,RRP12,0.935
PES1,NSUN6,0.947
PES1,BMS1,0.947
PES1,NOP56,0.956
PES1,SDAD1,0.976
PES1,RRP1,0.977
PES1,RPL7A,0.979
PES1,DDX27,0.979
PES1,NOP2,0.983
PES1,GNL3L,0.987
PES1,EIF6,0.988
PES1,NOC3L,0.992
PES1,RPF1,0.993
PES1,MAK16,0.994
PES1,RPF2,0.995
PES1,RSL1D1,0.996
PES1,GNL3,0.997
PES1,WDR74,0.997
PES1,BOP1,0.999
PES1,EBNA1BP2,0.999
SDAD1,RPF1,0.725
SDAD1,NOP56,0.727
SDAD1,WDR74,0.728
SDAD1,BOP1,0.779
SDAD1,RRP1,0.789
SDAD1,TBL3,0.832
SDAD1,NSUN6,0.845
SDAD1,NOP2,0.856
SDAD1,DDX27,0.874
SDAD1,RSL1D1,0.88
SDAD1,WDR46,0.881
